"","variable","n","mean","variance","clinic_name"
"1475","gendermale",12,0.416666666666667,0.265151515151515,"inpatient ward v"
"1476","age",12,6.66666666666667,42.0606060606061,"inpatient ward v"
"1477","drive_thru_ind_factor1",12,0.333333333333333,0.242424242424242,"inpatient ward v"
"1478","std_ct_result",12,0.108309804286964,0.156221633407281,"inpatient ward v"
"1479","std_age",12,-0.456309422117927,0.154994939159493,"inpatient ward v"
"1480","log_ct_result",12,3.79582009932473,0.00141068916689416,"inpatient ward v"
"1481","log_age",12,-Inf,0,"inpatient ward v"
"1482","ct_result_sq",12,1986.336675,17938.2324006675,"inpatient ward v"
"1483","age_sq",12,83,18259.6363636364,"inpatient ward v"
"1484","resultpositiveXct_result",12,3.2925,130.086675,"inpatient ward v"
"1485","resultpositiveXgendermale",12,0,0,"inpatient ward v"
"1486","resultpositiveXage",12,1.66666666666667,33.3333333333333,"inpatient ward v"
"1487","resultpositiveXdrive_thru_ind_factor1",12,0,0,"inpatient ward v"
"1488","resultpositiveXstd_ct_result",12,-0.0955644816658966,0.109590841872858,"inpatient ward v"
"1489","resultpositiveXstd_age",12,0.0294236762776156,0.010389032708279,"inpatient ward v"
"1490","ct_resultXgendermale",12,18.75,536.931818181818,"inpatient ward v"
"1491","ct_resultXage",12,290.85,74199.2154545455,"inpatient ward v"
"1492","ct_resultXdrive_thru_ind_factor1",12,15,490.909090909091,"inpatient ward v"
"1493","ct_resultXstd_ct_result",12,5.39859019725913,255.001284665513,"inpatient ward v"
"1494","ct_resultXstd_age",12,-20.6954599780708,301.340980559433,"inpatient ward v"
"1495","gendermaleXage",12,2.41666666666667,14.8106060606061,"inpatient ward v"
"1496","gendermaleXdrive_thru_ind_factor1",12,0.166666666666667,0.151515151515152,"inpatient ward v"
"1497","gendermaleXstd_ct_result",12,0.0926701299785728,0.0131158409305569,"inpatient ward v"
"1498","gendermaleXstd_age",12,-0.212050000855055,0.0903823529165957,"inpatient ward v"
"1499","ageXdrive_thru_ind_factor1",12,1.08333333333333,4.26515151515152,"inpatient ward v"
"1500","ageXstd_ct_result",12,-0.799248073575059,49.8047166997954,"inpatient ward v"
"1501","ageXstd_age",12,-0.701566501661911,9.82354598790039,"inpatient ward v"
"1502","drive_thru_ind_factor1Xstd_ct_result",12,0.0741361039828582,0.011991625993652,"inpatient ward v"
"1503","drive_thru_ind_factor1Xstd_age",12,-0.221238838696438,0.11307394870906,"inpatient ward v"
"1504","std_ct_resultXstd_age",12,-0.141773378937809,0.0113198457664062,"inpatient ward v"
"1505","resultpositive",68,0,0,"intl patient svcs"
"1506","ct_result",68,45,0,"intl patient svcs"
"1507","gendermale",68,0.588235294117647,0.245829675153644,"intl patient svcs"
"1508","age",68,19.4470588235294,284.020438981563,"intl patient svcs"
"1509","drive_thru_ind_factor1",68,0.0147058823529412,0.0147058823529412,"intl patient svcs"
"1510","std_ct_result",68,0.222408311948575,0,"intl patient svcs"
"1511","std_age",68,0.319518089219519,1.04662616122478,"intl patient svcs"
"1512","log_ct_result",68,3.80666248977032,0,"intl patient svcs"
"1513","log_age",68,2.35307284375661,1.81725699351324,"intl patient svcs"
"1514","ct_result_sq",68,2025,0,"intl patient svcs"
"1515","age_sq",68,658.031764705882,858057.185029675,"intl patient svcs"
"1516","resultpositiveXct_result",68,0,0,"intl patient svcs"
"1517","resultpositiveXgendermale",68,0,0,"intl patient svcs"
"1518","resultpositiveXage",68,0,0,"intl patient svcs"
"1519","resultpositiveXdrive_thru_ind_factor1",68,0,0,"intl patient svcs"
"1520","resultpositiveXstd_ct_result",68,0,0,"intl patient svcs"
"1521","resultpositiveXstd_age",68,0,0,"intl patient svcs"
"1522","ct_resultXgendermale",68,26.4705882352941,497.805092186128,"intl patient svcs"
"1523","ct_resultXage",68,875.117647058824,575141.388937665,"intl patient svcs"
"1524","ct_resultXdrive_thru_ind_factor1",68,0.661764705882353,29.7794117647059,"intl patient svcs"
"1525","ct_resultXstd_ct_result",68,10.0083740376859,0,"intl patient svcs"
"1526","ct_resultXstd_age",68,14.3783140148784,2119.41797648017,"intl patient svcs"
"1527","gendermaleXage",68,10.8147058823529,271.612317822651,"intl patient svcs"
"1528","gendermaleXdrive_thru_ind_factor1",68,0.0147058823529412,0.0147058823529412,"intl patient svcs"
"1529","gendermaleXstd_ct_result",68,0.130828418793279,0.0121600772806568,"intl patient svcs"
"1530","gendermaleXstd_age",68,0.150027248886964,0.710693785301913,"intl patient svcs"
"1531","ageXdrive_thru_ind_factor1",68,0.0147058823529412,0.0147058823529412,"intl patient svcs"
"1532","ageXstd_ct_result",68,4.32518752530581,14.0492008751315,"intl patient svcs"
"1533","ageXstd_age",68,23.2014612934595,1833.48028499589,"intl patient svcs"
"1534","drive_thru_ind_factor1Xstd_ct_result",68,0.00327071046983198,0.00072743319446786,"intl patient svcs"
"1535","drive_thru_ind_factor1Xstd_age",68,-0.011769142287263,0.0094188642920933,"intl patient svcs"
"1536","std_ct_resultXstd_age",68,0.0710634788603473,0.0517718416073894,"intl patient svcs"
"1537","resultpositive",256,0.01171875,0.0116268382352941,"laboratory"
"1538","ct_result",256,44.8655078125,1.97570013327206,"laboratory"
"1539","gendermale",256,0.4609375,0.249448529411765,"laboratory"
"1540","age",256,20.431640625,301.016838082108,"laboratory"
"1541","drive_thru_ind_factor1",256,0.046875,0.0448529411764706,"laboratory"
"1542","std_ct_result",256,0.188866546077765,0.122884967976646,"laboratory"
"1543","std_age",256,0.379286650259556,1.1092585408135,"laboratory"
"1544","log_ct_result",256,3.80300066512386,0.00157518520763245,"laboratory"
"1545","log_age",256,-Inf,0,"laboratory"
"1546","ct_result_sq",256,2014.88177382813,10535.5337400582,"laboratory"
"1547","age_sq",256,717.2929296875,826056.60606707,"laboratory"
"1548","resultpositiveXct_result",256,0.3928515625,13.5106863465074,"laboratory"
"1549","resultpositiveXgendermale",256,0.00390625,0.00390625,"laboratory"
"1550","resultpositiveXage",256,0.2578125,13.2509191176471,"laboratory"
"1551","resultpositiveXdrive_thru_ind_factor1",256,0,0,"laboratory"
"1552","resultpositiveXstd_ct_result",256,-0.0309354184651627,0.108657178890285,"laboratory"
"1553","resultpositiveXstd_age",256,0.00556046655408732,0.0307107068492714,"laboratory"
"1554","ct_resultXgendermale",256,20.7230859375,504.296320243566,"laboratory"
"1555","ct_resultXage",256,914.734609375,599861.307843768,"laboratory"
"1556","ct_resultXdrive_thru_ind_factor1",256,2.109375,90.8272058823529,"laboratory"
"1557","ct_resultXstd_ct_result",256,8.96439977745045,104.403271673289,"laboratory"
"1558","ct_resultXstd_age",256,16.8990411163423,2211.80323989778,"laboratory"
"1559","gendermaleXage",256,9.504296875,256.056883425245,"laboratory"
"1560","gendermaleXdrive_thru_ind_factor1",256,0.0234375,0.0229779411764706,"laboratory"
"1561","gendermaleXstd_ct_result",256,0.0977524847855065,0.017002035768994,"laboratory"
"1562","gendermaleXstd_age",256,0.18008369405535,0.590833038333997,"laboratory"
"1563","ageXdrive_thru_ind_factor1",256,0.72265625,18.4443474264706,"laboratory"
"1564","ageXstd_ct_result",256,3.37469596628421,313.548541494757,"laboratory"
"1565","ageXstd_age",256,25.9511505638403,1691.53831659944,"laboratory"
"1566","drive_thru_ind_factor1Xstd_ct_result",256,0.0104253896225894,0.00221867124312697,"laboratory"
"1567","drive_thru_ind_factor1Xstd_age",256,0.00350883219530558,0.0289356127826034,"laboratory"
"1568","std_ct_resultXstd_age",256,0.0422440175314919,0.676839263334168,"laboratory"
"1569","resultpositive",217,0.119815668202765,0.10594811401263,"line clinical lab-"
"1570","ct_result",217,43.4338709677419,24.0922895758662,"line clinical lab-"
"1571","gendermale",217,0.502304147465438,0.251152073732719,"line clinical lab-"
"1572","age",217,55.0235023041475,741.314306195596,"line clinical lab-"
"1573","drive_thru_ind_factor1",217,0,0,"line clinical lab-"
"1574","std_ct_result",217,-0.168177448458351,1.49849675219247,"line clinical lab-"
"1575","std_age",217,2.47916884711775,2.73177152086887,"line clinical lab-"
"1576","log_ct_result",217,3.76204446103993,0.0224475293946784,"line clinical lab-"
"1577","log_age",217,-Inf,0,"line clinical lab-"
"1578","ct_result_sq",217,1910.4824124424,117601.17208129,"line clinical lab-"
"1579","age_sq",217,3765.48391705069,10167543.8744628,"line clinical lab-"
"1580","resultpositiveXct_result",217,3.82557603686636,113.999451634238,"line clinical lab-"
"1581","resultpositiveXgendermale",217,0.0691244239631336,0.0646441372247824,"line clinical lab-"
"1582","resultpositiveXage",217,4.77004608294931,311.127478238607,"line clinical lab-"
"1583","resultpositiveXdrive_thru_ind_factor1",217,0,0,"line clinical lab-"
"1584","resultpositiveXstd_ct_result",217,-0.363937759896958,1.3501071699102,"line clinical lab-"
"1585","resultpositiveXstd_age",217,0.186401303383072,0.784139674561593,"line clinical lab-"
"1586","ct_resultXgendermale",217,21.7215207373272,483.730426843318,"line clinical lab-"
"1587","ct_resultXage",217,2416.99251612903,1495870.27274844,"line clinical lab-"
"1588","ct_resultXdrive_thru_ind_factor1",217,0,0,"line clinical lab-"
"1589","ct_resultXstd_ct_result",217,-1.32377448968409,1041.38518847628,"line clinical lab-"
"1590","ct_resultXstd_age",217,109.325527400881,5307.51586777097,"line clinical lab-"
"1591","gendermaleXage",217,28.594470046083,1188.33478409285,"line clinical lab-"
"1592","gendermaleXdrive_thru_ind_factor1",217,0,0,"line clinical lab-"
"1593","gendermaleXstd_ct_result",217,-0.108291715903066,0.886820221365111,"line clinical lab-"
"1594","gendermaleXstd_age",217,1.30332646400292,3.07069991055799,"line clinical lab-"
"1595","ageXdrive_thru_ind_factor1",217,0,0,"line clinical lab-"
"1596","ageXstd_ct_result",217,-2.49289135301414,3990.47144866859,"line clinical lab-"
"1597","ageXstd_age",217,181.20629996155,29217.4771765702,"line clinical lab-"
"1598","drive_thru_ind_factor1Xstd_ct_result",217,0,0,"line clinical lab-"
"1599","drive_thru_ind_factor1Xstd_age",217,0,0,"line clinical lab-"
"1600","std_ct_resultXstd_age",217,-0.00652793701921967,9.77576671696842,"line clinical lab-"
"1601","resultpositive",39,0.0769230769230769,0.0728744939271255,"medical center"
"1602","ct_result",39,44.0958974358974,10.9219985155196,"medical center"
"1603","gendermale",39,0.461538461538462,0.255060728744939,"medical center"
"1604","age",39,56.3076923076923,501.376518218623,"medical center"
"1605","drive_thru_ind_factor1",39,0,0,"medical center"
"1606","std_ct_result",39,-0.00307093031839508,0.679328515101023,"medical center"
"1607","std_age",39,2.55712497884721,1.84759161162154,"medical center"
"1608","log_ct_result",39,3.78301506702461,0.00761527719325963,"medical center"
"1609","log_age",39,3.92243006505761,0.267307989471469,"medical center"
"1610","ct_result_sq",39,1955.09011794872,64236.3057003189,"medical center"
"1611","age_sq",39,3659.07692307692,5315473.02024291,"medical center"
"1612","resultpositiveXct_result",39,2.5574358974359,81.4062090418354,"medical center"
"1613","resultpositiveXgendermale",39,0.0769230769230769,0.0728744939271255,"medical center"
"1614","resultpositiveXage",39,2.92307692307692,166.862348178138,"medical center"
"1615","resultpositiveXdrive_thru_ind_factor1",39,0,0,"medical center"
"1616","resultpositiveXstd_ct_result",39,-0.208370910578618,0.587915154975006,"medical center"
"1617","resultpositiveXstd_age",39,0.111212722375997,0.379439726217233,"medical center"
"1618","ct_resultXgendermale",39,19.8651282051282,482.452767746289,"medical center"
"1619","ct_resultXage",39,2506.37769230769,1044292.46572348,"medical center"
"1620","ct_resultXdrive_thru_ind_factor1",39,0,0,"medical center"
"1621","ct_resultXstd_ct_result",39,2.51863987721085,723.230542137394,"medical center"
"1622","ct_resultXstd_age",39,114.181602309006,3714.74369633835,"medical center"
"1623","gendermaleXage",39,24.6666666666667,1026.38596491228,"medical center"
"1624","gendermaleXdrive_thru_ind_factor1",39,0,0,"medical center"
"1625","gendermaleXstd_ct_result",39,-0.122829252136858,0.636517968000186,"medical center"
"1626","gendermaleXstd_age",39,1.09999057158465,2.54639358217889,"medical center"
"1627","ageXdrive_thru_ind_factor1",39,0,0,"medical center"
"1628","ageXstd_ct_result",39,5.67278410888162,736.136381850906,"medical center"
"1629","ageXstd_age",39,173.641219423646,14648.1840607532,"medical center"
"1630","drive_thru_ind_factor1Xstd_ct_result",39,0,0,"medical center"
"1631","drive_thru_ind_factor1Xstd_age",39,0,0,"medical center"
"1632","std_ct_resultXstd_age",39,0.347007699796331,1.30732050403393,"medical center"
"1633","resultpositive",3,0,0,"mri"
"1634","ct_result",3,45,0,"mri"
"1635","gendermale",3,0.666666666666667,0.333333333333333,"mri"
"1636","age",3,6.33333333333333,30.3333333333333,"mri"
"1637","drive_thru_ind_factor1",3,0.333333333333333,0.333333333333333,"mri"
"1638","std_ct_result",3,0.222408311948575,0,"mri"
"1639","std_age",3,-0.47654426055416,0.111779491425542,"mri"
"1640","log_ct_result",3,3.80666248977032,0,"mri"
"1641","log_age",3,-Inf,0,"mri"
"1642","ct_result_sq",3,2025,0,"mri"
"1643","age_sq",3,60.3333333333333,2820.33333333333,"mri"
"1644","resultpositiveXct_result",3,0,0,"mri"
"1645","resultpositiveXgendermale",3,0,0,"mri"
"1646","resultpositiveXage",3,0,0,"mri"
"1647","resultpositiveXdrive_thru_ind_factor1",3,0,0,"mri"
"1648","resultpositiveXstd_ct_result",3,0,0,"mri"
"1649","resultpositiveXstd_age",3,0,0,"mri"
"1650","ct_resultXgendermale",3,30,675,"mri"
"1651","ct_resultXage",3,285,61425,"mri"
"1652","ct_resultXdrive_thru_ind_factor1",3,15,675,"mri"
"1653","ct_resultXstd_ct_result",3,10.0083740376859,0,"mri"
"1654","ct_resultXstd_age",3,-21.4444917249372,226.353470136722,"mri"
"1655","gendermaleXage",3,3.33333333333333,33.3333333333333,"mri"
"1656","gendermaleXdrive_thru_ind_factor1",3,0.333333333333333,0.333333333333333,"mri"
"1657","gendermaleXstd_ct_result",3,0.148272207965716,0.0164884857412715,"mri"
"1658","gendermaleXstd_age",3,-0.371655742866061,0.195721947875593,"mri"
"1659","ageXdrive_thru_ind_factor1",3,0,0,"mri"
"1660","ageXstd_ct_result",3,1.40858597567431,1.50045220245571,"mri"
"1661","ageXstd_age",3,-1.79053345171155,2.42587898890092,"mri"
"1662","drive_thru_ind_factor1Xstd_ct_result",3,0.0741361039828582,0.0164884857412715,"mri"
"1663","drive_thru_ind_factor1Xstd_age",3,-0.287002063614195,0.247110553556419,"mri"
"1664","std_ct_resultXstd_age",3,-0.105987404558632,0.00552922365160988,"mri"
"1665","resultpositive",4,0,0,"mri-mag resonance"
"1666","ct_result",4,45,0,"mri-mag resonance"
"1667","gendermale",4,0.5,0.333333333333333,"mri-mag resonance"
"1668","age",4,11.25,18.9166666666667,"mri-mag resonance"
"1669","drive_thru_ind_factor1",4,0,0,"mri-mag resonance"
"1670","std_ct_result",4,0.222408311948575,0,"mri-mag resonance"
"1671","std_age",4,-0.178080393619725,0.069708638883511,"mri-mag resonance"
"1672","log_ct_result",4,3.80666248977032,0,"mri-mag resonance"
"1673","log_age",4,2.36036302323489,0.164153603673827,"mri-mag resonance"
"1674","ct_result_sq",4,2025,0,"mri-mag resonance"
"1675","age_sq",4,140.75,9501.58333333333,"mri-mag resonance"
"1676","resultpositiveXct_result",4,0,0,"mri-mag resonance"
"1677","resultpositiveXgendermale",4,0,0,"mri-mag resonance"
"1678","resultpositiveXage",4,0,0,"mri-mag resonance"
"1679","resultpositiveXdrive_thru_ind_factor1",4,0,0,"mri-mag resonance"
"1680","resultpositiveXstd_ct_result",4,0,0,"mri-mag resonance"
"1681","resultpositiveXstd_age",4,0,0,"mri-mag resonance"
"1682","ct_resultXgendermale",4,22.5,675,"mri-mag resonance"
"1683","ct_resultXage",4,506.25,38306.25,"mri-mag resonance"
"1684","ct_resultXdrive_thru_ind_factor1",4,0,0,"mri-mag resonance"
"1685","ct_resultXstd_ct_result",4,10.0083740376859,0,"mri-mag resonance"
"1686","ct_resultXstd_age",4,-8.01361771288762,141.15999373911,"mri-mag resonance"
"1687","gendermaleXage",4,3.75,18.9166666666667,"mri-mag resonance"
"1688","gendermaleXdrive_thru_ind_factor1",4,0,0,"mri-mag resonance"
"1689","gendermaleXstd_ct_result",4,0.111204155974287,0.0164884857412715,"mri-mag resonance"
"1690","gendermaleXstd_age",4,-0.202861163013672,0.0554843749754903,"mri-mag resonance"
"1691","ageXdrive_thru_ind_factor1",4,0,0,"mri-mag resonance"
"1692","ageXstd_ct_result",4,2.50209350942147,0.935721565817158,"mri-mag resonance"
"1693","ageXstd_age",4,-1.14215911727974,4.74096969709567,"mri-mag resonance"
"1694","drive_thru_ind_factor1Xstd_ct_result",4,0,0,"mri-mag resonance"
"1695","drive_thru_ind_factor1Xstd_age",4,0,0,"mri-mag resonance"
"1696","std_ct_resultXstd_age",4,-0.0396065597361008,0.00344816969482265,"mri-mag resonance"
"1697","resultpositive",285,0,0,"nicu"
"1698","ct_result",285,45,0,"nicu"
"1699","gendermale",285,0.410526315789474,0.242846553002224,"nicu"
"1700","age",285,0.771929824561403,4.67174450210032,"nicu"
"1701","drive_thru_ind_factor1",285,0.0140350877192982,0.0138868297504324,"nicu"
"1702","std_ct_result",285,0.222408311948575,0,"nicu"
"1703","std_age",285,-0.814146564990255,0.0172155568521378,"nicu"
"1704","log_ct_result",285,3.80666248977032,0,"nicu"
"1705","log_age",285,-Inf,0,"nicu"
"1706","ct_result_sq",285,2025,0,"nicu"
"1707","age_sq",285,5.25122807017544,1063.46915095132,"nicu"
"1708","resultpositiveXct_result",285,0,0,"nicu"
"1709","resultpositiveXgendermale",285,0,0,"nicu"
"1710","resultpositiveXage",285,0,0,"nicu"
"1711","resultpositiveXdrive_thru_ind_factor1",285,0,0,"nicu"
"1712","resultpositiveXstd_ct_result",285,0,0,"nicu"
"1713","resultpositiveXstd_age",285,0,0,"nicu"
"1714","ct_resultXgendermale",285,18.4736842105263,491.764269829503,"nicu"
"1715","ct_resultXage",285,34.7368421052632,9460.28261675315,"nicu"
"1716","ct_resultXdrive_thru_ind_factor1",285,0.631578947368421,28.1208302446256,"nicu"
"1717","ct_resultXstd_ct_result",285,10.0083740376859,0,"nicu"
"1718","ct_resultXstd_age",285,-36.6365954245615,34.861502625579,"nicu"
"1719","gendermaleXage",285,0.419649122807018,2.92165480602916,"nicu"
"1720","gendermaleXdrive_thru_ind_factor1",285,0,0,"nicu"
"1721","gendermaleXstd_ct_result",285,0.0913044649052043,0.0120125157794823,"nicu"
"1722","gendermaleXstd_age",285,-0.327991102798814,0.164846417338334,"nicu"
"1723","ageXdrive_thru_ind_factor1",285,0.00947368421052632,0.00790289103039288,"nicu"
"1724","ageXstd_ct_result",285,0.171683609223461,0.231089977829234,"nicu"
"1725","ageXstd_age",285,-0.345863103067966,0.128765065171869,"nicu"
"1726","drive_thru_ind_factor1Xstd_ct_result",285,0.00312152016769929,0.00068691838299441,"nicu"
"1727","drive_thru_ind_factor1Xstd_age",285,-0.0115092020071468,0.00934400874363266,"nicu"
"1728","std_ct_resultXstd_age",285,-0.181072963198213,0.000851575391053567,"nicu"
"1729","resultpositive",69,0.0144927536231884,0.0144927536231884,"ob gyn"
"1730","ct_result",69,44.925652173913,0.381404347826087,"ob gyn"
"1731","gendermale",69,0.434782608695652,0.249360613810742,"ob gyn"
"1732","age",69,22.536231884058,65.4582267689685,"ob gyn"
"1733","drive_thru_ind_factor1",69,0.0434782608695652,0.0421994884910486,"ob gyn"
"1734","std_ct_result",69,0.203866287895227,0.0237226592636508,"ob gyn"
"1735","std_age",69,0.507044842563594,0.241216064764388,"ob gyn"
"1736","log_ct_result",69,3.80490831109819,0.000212322854149451,"ob gyn"
"1737","log_age",69,3.07472029333986,0.0676424607407515,"ob gyn"
"1738","ct_result_sq",69,2018.6901,2747.22382269,"ob gyn"
"1739","age_sq",69,572.391304347826,396308.359335038,"ob gyn"
"1740","resultpositiveXct_result",69,0.577826086956522,23.0379260869565,"ob gyn"
"1741","resultpositiveXgendermale",69,0,0,"ob gyn"
"1742","resultpositiveXage",69,0.260869565217391,4.69565217391304,"ob gyn"
"1743","resultpositiveXdrive_thru_ind_factor1",69,0.0144927536231884,0.0144927536231884,"ob gyn"
"1744","resultpositiveXstd_ct_result",69,-0.0153187151845282,0.0161917494084238,"ob gyn"
"1745","resultpositiveXstd_age",69,0.00335760992339116,0.000777874563438183,"ob gyn"
"1746","ct_resultXgendermale",69,19.5652173913043,504.955242966752,"ob gyn"
"1747","ct_resultXage",69,1012.79217391304,133230.878461381,"ob gyn"
"1748","ct_resultXdrive_thru_ind_factor1",69,1.88217391304348,79.3408672634271,"ob gyn"
"1749","ct_resultXstd_ct_result",69,9.25256796418183,39.4157546314454,"ob gyn"
"1750","ct_resultXstd_age",69,22.7997933764547,488.916160589689,"ob gyn"
"1751","gendermaleXage",69,9.20289855072464,122.281756180733,"ob gyn"
"1752","gendermaleXdrive_thru_ind_factor1",69,0,0,"ob gyn"
"1753","gendermaleXstd_ct_result",69,0.0966992660645977,0.0123347367757594,"ob gyn"
"1754","gendermaleXstd_age",69,0.184306978199218,0.0837278892052022,"ob gyn"
"1755","ageXdrive_thru_ind_factor1",69,0.898550724637681,18.2983802216539,"ob gyn"
"1756","ageXstd_ct_result",69,4.67848885805472,11.6074172505552,"ob gyn"
"1757","ageXstd_age",69,15.3429015269106,995.687605265989,"ob gyn"
"1758","drive_thru_ind_factor1Xstd_ct_result",69,-0.0088720974468883,0.0178048580856542,"ob gyn"
"1759","drive_thru_ind_factor1Xstd_age",69,0.0171110344436458,0.00754762946957961,"ob gyn"
"1760","std_ct_resultXstd_age",69,0.108475262523472,0.0137390545919575,"ob gyn"
"1761","resultpositive",506,0.0158102766798419,0.0155911243298243,"oncology day hosp"
"1762","ct_result",506,44.8081225296443,3.09244537901616,"oncology day hosp"
"1763","gendermale",506,0.50395256916996,0.250479395765664,"oncology day hosp"
"1764","age",506,5.99249011857708,34.5569335890111,"oncology day hosp"
"1765","drive_thru_ind_factor1",506,0.0928853754940712,0.0844245294094627,"oncology day hosp"
"1766","std_ct_result",506,0.174554906437156,0.192344498524969,"oncology day hosp"
"1767","std_age",506,-0.497234982702197,0.127343619619974,"oncology day hosp"
"1768","log_ct_result",506,3.80123522222854,0.0028619942579573,"oncology day hosp"
"1769","log_age",506,-Inf,0,"oncology day hosp"
"1770","ct_result_sq",506,2010.8541784585,15173.7814598584,"oncology day hosp"
"1771","age_sq",506,70.3985770750988,14760.8077302485,"oncology day hosp"
"1772","resultpositiveXct_result",506,0.519584980237154,17.6348717086056,"oncology day hosp"
"1773","resultpositiveXgendermale",506,0.00790513833992095,0.00785817712206003,"oncology day hosp"
"1774","resultpositiveXage",506,0.0909090909090909,1.12439243924392,"oncology day hosp"
"1775","resultpositiveXdrive_thru_ind_factor1",506,0.00592885375494071,0.00590537314601025,"oncology day hosp"
"1776","resultpositiveXstd_ct_result",506,-0.0443370685636149,0.172124783667643,"oncology day hosp"
"1777","resultpositiveXstd_age",506,-0.00809415379948723,0.00633026480692936,"oncology day hosp"
"1778","ct_resultXgendermale",506,22.5839130434783,504.700945449849,"oncology day hosp"
"1779","ct_resultXage",506,268.539071146245,69715.4409430959,"oncology day hosp"
"1780","ct_resultXdrive_thru_ind_factor1",506,4.09247035573123,165.502862598129,"oncology day hosp"
"1781","ct_resultXstd_ct_result",506,8.59119585172763,135.809751066332,"oncology day hosp"
"1782","ct_resultXstd_age",506,-22.2785367426758,256.988908523144,"oncology day hosp"
"1783","gendermaleXage",506,3.27845849802372,30.9519112824326,"oncology day hosp"
"1784","gendermaleXdrive_thru_ind_factor1",506,0.0375494071146245,0.0362110124055884,"oncology day hosp"
"1785","gendermaleXstd_ct_result",506,0.0886518786084693,0.11188419405708,"oncology day hosp"
"1786","gendermaleXstd_age",506,-0.234889047864148,0.129410161496442,"oncology day hosp"
"1787","ageXdrive_thru_ind_factor1",506,0.513833992094862,5.20079834070364,"oncology day hosp"
"1788","ageXstd_ct_result",506,1.05271224513848,12.7757710714194,"oncology day hosp"
"1789","ageXstd_age",506,-0.886059590891939,9.47532529131484,"oncology day hosp"
"1790","drive_thru_ind_factor1Xstd_ct_result",506,-0.00113160239333722,0.100503455026654,"oncology day hosp"
"1791","drive_thru_ind_factor1Xstd_age",506,-0.0487828398998811,0.0329313090725884,"oncology day hosp"
"1792","std_ct_resultXstd_age",506,-0.0863884684836763,0.0600689504579162,"oncology day hosp"
"1793","resultpositive",2,0,0,"orthopedics"
"1794","ct_result",2,45,0,"orthopedics"
"1795","gendermale",2,1,0,"orthopedics"
"1796","age",2,2.5,4.5,"orthopedics"
"1797","drive_thru_ind_factor1",2,0,0,"orthopedics"
"1798","std_ct_result",2,0.222408311948575,0,"orthopedics"
"1799","std_age",2,-0.709244902570837,0.0165826718048881,"orthopedics"
"1800","log_ct_result",2,3.80666248977032,0,"orthopedics"
"1801","log_age",2,0.693147180559945,0.960906027836403,"orthopedics"
"1802","ct_result_sq",2,2025,0,"orthopedics"
"1803","age_sq",2,8.5,112.5,"orthopedics"
"1804","resultpositiveXct_result",2,0,0,"orthopedics"
"1805","resultpositiveXgendermale",2,0,0,"orthopedics"
"1806","resultpositiveXage",2,0,0,"orthopedics"
"1807","resultpositiveXdrive_thru_ind_factor1",2,0,0,"orthopedics"
"1808","resultpositiveXstd_ct_result",2,0,0,"orthopedics"
"1809","resultpositiveXstd_age",2,0,0,"orthopedics"
"1810","ct_resultXgendermale",2,45,0,"orthopedics"
"1811","ct_resultXage",2,112.5,9112.5,"orthopedics"
"1812","ct_resultXdrive_thru_ind_factor1",2,0,0,"orthopedics"
"1813","ct_resultXstd_ct_result",2,10.0083740376859,0,"orthopedics"
"1814","ct_resultXstd_age",2,-31.9160206156877,33.5799104048984,"orthopedics"
"1815","gendermaleXage",2,2.5,4.5,"orthopedics"
"1816","gendermaleXdrive_thru_ind_factor1",2,0,0,"orthopedics"
"1817","gendermaleXstd_ct_result",2,0.222408311948575,0,"orthopedics"
"1818","gendermaleXstd_age",2,-0.709244902570837,0.0165826718048881,"orthopedics"
"1819","ageXdrive_thru_ind_factor1",2,0,0,"orthopedics"
"1820","ageXstd_ct_result",2,0.556020779871437,0.222594557507165,"orthopedics"
"1821","ageXstd_age",2,-1.63652709698252,1.3985459109539,"orthopedics"
"1822","drive_thru_ind_factor1Xstd_ct_result",2,0,0,"orthopedics"
"1823","drive_thru_ind_factor1Xstd_age",2,0,0,"orthopedics"
"1824","std_ct_resultXstd_age",2,-0.157741961538911,0.000820269442821247,"orthopedics"
"1825","resultpositive",4,0,0,"otolaryngology"
"1826","ct_result",4,45,0,"otolaryngology"
"1827","gendermale",4,0.75,0.25,"otolaryngology"
"1828","age",4,7.25,40.9166666666667,"otolaryngology"
"1829","drive_thru_ind_factor1",4,0.25,0.25,"otolaryngology"
"1830","std_ct_result",4,0.222408311948575,0,"otolaryngology"
"1831","std_age",4,-0.420898454854519,0.150779478818519,"otolaryngology"
"1832","log_ct_result",4,3.80666248977032,0,"otolaryngology"
"1833","log_age",4,1.66094743328692,0.887913939372071,"otolaryngology"
"1834","ct_result_sq",4,2025,0,"otolaryngology"
"1835","age_sq",4,83.25,14002.25,"otolaryngology"
"1836","resultpositiveXct_result",4,0,0,"otolaryngology"
"1837","resultpositiveXgendermale",4,0,0,"otolaryngology"
"1838","resultpositiveXage",4,0,0,"otolaryngology"
"1839","resultpositiveXdrive_thru_ind_factor1",4,0,0,"otolaryngology"
"1840","resultpositiveXstd_ct_result",4,0,0,"otolaryngology"
"1841","resultpositiveXstd_age",4,0,0,"otolaryngology"
"1842","ct_resultXgendermale",4,33.75,506.25,"otolaryngology"
"1843","ct_resultXage",4,326.25,82856.25,"otolaryngology"
"1844","ct_resultXdrive_thru_ind_factor1",4,11.25,506.25,"otolaryngology"
